trip_id,arrival_time,departure_time,stop_id,stop_name,stop_sequence
2298790,07:00:00,07:00:10,stop_point:SP_3479,Andromède-Lycée,1
2298790,07:04:00,07:04:10,stop_point:SP_4096,Aéroconstellation,2
2298790,07:08:00,07:08:10,stop_point:SP_3107,Laubis,3
2298790,07:09:00,07:09:10,stop_point:SP_3088,Tricheries,4
2298790,07:09:00,07:09:10,stop_point:SP_1096,Satre,5
2298790,07:10:00,07:10:10,stop_point:SP_3382,Rond-point du Golf,6
2298790,07:12:00,07:12:10,stop_point:SP_2633,Aussonnelle,7
2298790,07:13:00,07:13:10,stop_point:SP_3280,Eglise Gagnac,8
2298790,07:14:00,07:14:10,stop_point:SP_2632,Beldou,9
2298791,07:40:00,07:40:10,stop_point:SP_3479,Andromède-Lycée,1
2298791,07:44:00,07:44:10,stop_point:SP_4096,Aéroconstellation,2
2298791,07:49:00,07:49:10,stop_point:SP_3107,Laubis,3
2298791,07:50:00,07:50:10,stop_point:SP_3088,Tricheries,4
2298791,07:50:00,07:50:10,stop_point:SP_1096,Satre,5
2298791,07:51:00,07:51:10,stop_point:SP_3382,Rond-point du Golf,6
2298791,07:53:00,07:53:10,stop_point:SP_2633,Aussonnelle,7
2298791,07:55:00,07:55:10,stop_point:SP_3280,Eglise Gagnac,8
2298791,07:56:00,07:56:10,stop_point:SP_2632,Beldou,9
2298792,08:00:00,08:00:10,stop_point:SP_3479,Andromède-Lycée,1
2298792,08:04:00,08:04:10,stop_point:SP_4096,Aéroconstellation,2
2298792,08:09:00,08:09:10,stop_point:SP_3107,Laubis,3
2298792,08:10:00,08:10:10,stop_point:SP_3088,Tricheries,4
2298792,08:10:00,08:10:10,stop_point:SP_1096,Satre,5
2298792,08:11:00,08:11:10,stop_point:SP_3382,Rond-point du Golf,6
2298792,08:13:00,08:13:10,stop_point:SP_2633,Aussonnelle,7
2298792,08:16:00,08:16:10,stop_point:SP_3280,Eglise Gagnac,8
2298792,08:18:00,08:18:10,stop_point:SP_2083,Avenir,9
2298792,08:20:00,08:20:10,stop_point:SP_119,Les Vitarelles,10
2298792,08:23:00,08:23:10,stop_point:SP_2183,Terroir 2,11
2298792,08:24:00,08:24:10,stop_point:SP_2770,Terroir 1,12
2298792,08:24:00,08:24:10,stop_point:SP_1556,Semard,13
2298792,08:25:00,08:25:10,stop_point:SP_1212,Bergeron,14
2298792,08:28:00,08:28:10,stop_point:SP_2938,St-Alban Salvador Allende,15
2298792,08:29:00,08:29:10,stop_point:SP_1550,Sers,16
2298792,08:30:00,08:30:10,stop_point:SP_4466,Fenouillet Ctre Cial - Entrée Sud,17
2298793,09:15:00,09:15:10,stop_point:SP_3479,Andromède-Lycée,1
2298793,09:19:00,09:19:10,stop_point:SP_4096,Aéroconstellation,2
2298793,09:23:00,09:23:10,stop_point:SP_3107,Laubis,3
2298793,09:24:00,09:24:10,stop_point:SP_3088,Tricheries,4
2298793,09:24:00,09:24:10,stop_point:SP_1096,Satre,5
2298793,09:25:00,09:25:10,stop_point:SP_3382,Rond-point du Golf,6
2298793,09:26:00,09:26:10,stop_point:SP_2633,Aussonnelle,7
2298793,09:28:00,09:28:10,stop_point:SP_3280,Eglise Gagnac,8
2298793,09:30:00,09:30:10,stop_point:SP_2083,Avenir,9
2298793,09:32:00,09:32:10,stop_point:SP_119,Les Vitarelles,10
2298793,09:35:00,09:35:10,stop_point:SP_2183,Terroir 2,11
2298793,09:36:00,09:36:10,stop_point:SP_2770,Terroir 1,12
2298793,09:36:00,09:36:10,stop_point:SP_1556,Semard,13
2298793,09:37:00,09:37:10,stop_point:SP_1212,Bergeron,14
2298793,09:40:00,09:40:10,stop_point:SP_2938,St-Alban Salvador Allende,15
2298793,09:41:00,09:41:10,stop_point:SP_1550,Sers,16
2298793,09:42:00,09:42:10,stop_point:SP_4466,Fenouillet Ctre Cial - Entrée Sud,17
2298794,09:35:00,09:35:10,stop_point:SP_3479,Andromède-Lycée,1
2298794,09:39:00,09:39:10,stop_point:SP_4096,Aéroconstellation,2
2298794,09:43:00,09:43:10,stop_point:SP_3107,Laubis,3
2298794,09:44:00,09:44:10,stop_point:SP_3088,Tricheries,4
2298794,09:44:00,09:44:10,stop_point:SP_1096,Satre,5
2298794,09:45:00,09:45:10,stop_point:SP_3382,Rond-point du Golf,6
2298794,09:46:00,09:46:10,stop_point:SP_2633,Aussonnelle,7
2298794,09:48:00,09:48:10,stop_point:SP_3280,Eglise Gagnac,8
2298794,09:50:00,09:50:10,stop_point:SP_2083,Avenir,9
2298794,09:52:00,09:52:10,stop_point:SP_119,Les Vitarelles,10
2298794,09:55:00,09:55:10,stop_point:SP_2183,Terroir 2,11
